# statink_id,rotation_period,shift_start,shift_start,splatnet_number,stage_key,stage_name,clear_wave,fail_reason,fail_reason,hazard_level,title_before,title_before,title_before,title_after,title_after,title_after,w1_event,w1_event,w1_water,w1_water,w1_quota,w1_delivers,w1_appearances,w1_pwr_eggs,w2_event,w2_event,w2_water,w2_water,w2_quota,w2_delivers,w2_appearances,w2_pwr_eggs,w3_event,w3_event,w3_water,w3_water,w3_quota,w3_delivers,w3_appearances,w3_pwr_eggs,player_id,player_name,player_w1_weapon,player_w1_weapon,player_w2_weapon,player_w2_weapon,player_w3_weapon,player_w3_weapon,player_special,player_special,player_w1_sp_use,player_w2_sp_use,player_w3_sp_use,player_rescues,player_rescued,player_golden_eggs,player_power_eggs,mate1_id,mate1_name,mate1_w1_weapon,mate1_w1_weapon,mate1_w2_weapon,mate1_w2_weapon,mate1_w3_weapon,mate1_w3_weapon,mate1_special,mate1_special,mate1_w1_sp_use,mate1_w2_sp_use,mate1_w3_sp_use,mate1_rescues,mate1_rescued,mate1_golden_eggs,mate1_power_eggs,mate2_id,mate2_name,mate2_w1_weapon,mate2_w1_weapon,mate2_w2_weapon,mate2_w2_weapon,mate2_w3_weapon,mate2_w3_weapon,mate2_special,mate2_special,mate2_w1_sp_use,mate2_w2_sp_use,mate2_w3_sp_use,mate2_rescues,mate2_rescued,mate2_golden_eggs,mate2_power_eggs,mate3_id,mate3_name,mate3_w1_weapon,mate3_w1_weapon,mate3_w2_weapon,mate3_w2_weapon,mate3_w3_weapon,mate3_w3_weapon,mate3_special,mate3_special,mate3_w1_sp_use,mate3_w2_sp_use,mate3_w3_sp_use,mate3_rescues,mate3_rescued,mate3_golden_eggs,mate3_power_eggs,drizzler_appearances,drizzler_player_kills,drizzler_mate1_kills,drizzler_mate2_kills,drizzler_mate3_kills,flyfish_appearances,flyfish_player_kills,flyfish_mate1_kills,flyfish_mate2_kills,flyfish_mate3_kills,goldie_appearances,goldie_player_kills,goldie_mate1_kills,goldie_mate2_kills,goldie_mate3_kills,griller_appearances,griller_player_kills,griller_mate1_kills,griller_mate2_kills,griller_mate3_kills,maws_appearances,maws_player_kills,maws_mate1_kills,maws_mate2_kills,maws_mate3_kills,scrapper_appearances,scrapper_player_kills,scrapper_mate1_kills,scrapper_mate2_kills,scrapper_mate3_kills,steel_eel_appearances,steel_eel_player_kills,steel_eel_mate1_kills,steel_eel_mate2_kills,steel_eel_mate3_kills,steelhead_appearances,steelhead_player_kills,steelhead_mate1_kills,steelhead_mate2_kills,steelhead_mate3_kills,stinger_appearances,stinger_player_kills,stinger_mate1_kills,stinger_mate2_kills,stinger_mate3_kills
21941,214698,1545863515,2018-12-26T17:31:55-05:00,692,dam,Spawning Grounds,0,wipe_out,Wipe out,113.4,profreshional,Profreshional,180,profreshional,Profreshional,160,,,normal,Mid Tide,14,15,10,381,,,,,15,,,,,,,,17,,,,aeda69d2070fafb6,MunchCass,liter4k,E-liter 4K,,,,,chakuchi,Splashdown,0,,,4,2,2,51,1011f1c13acb4c50,Bruno,nzap85,N-ZAP '85,,,,,pitcher,Splat-Bomb Launcher,1,,,0,1,3,151,9f8c3be1c3bd47d4,Isai,splatroller,Splat Roller,,,,,presser,Sting Ray,0,,,2,2,3,106,c254a0c46d466f77,gareth,hissen,Tri-Slosher,,,,,jetpack,Inkjet,0,,,0,1,2,73,3,,,,,2,,,1,,0,,,,,0,,,,,0,,,,,3,1,,2,,1,,,,,1,,,,,2,,,,1
21942,214698,1545863754,2018-12-26T17:35:54-05:00,693,dam,Spawning Grounds,3,,,131.6,profreshional,Profreshional,160,profreshional,Profreshional,180,,,high,High Tide,15,30,26,1051,,,normal,Mid Tide,16,24,22,515,,,normal,Mid Tide,18,33,21,678,aeda69d2070fafb6,MunchCass,hissen,Tri-Slosher,splatroller,Splat Roller,liter4k,E-liter 4K,jetpack,Inkjet,0,0,2,2,4,26,491,824c6b9483eb0b9d,Herocross,liter4k,E-liter 4K,nzap85,N-ZAP '85,splatroller,Splat Roller,chakuchi,Splashdown,0,0,0,3,6,8,537,ae4db2a7e3bedec5,Rudiar,splatroller,Splat Roller,hissen,Tri-Slosher,nzap85,N-ZAP '85,presser,Sting Ray,0,0,1,3,4,21,505,7ee9374ee395a38c,Jolts,nzap85,N-ZAP '85,liter4k,E-liter 4K,hissen,Tri-Slosher,pitcher,Splat-Bomb Launcher,0,0,2,8,2,14,711,4,,,1,2,9,,,1,,0,,,,,0,,,,,7,1,2,,4,7,2,,1,3,6,,2,,3,1,,,,,11,4,1,,2
21943,214719,1546036960,2018-12-28T17:42:40-05:00,694,polaris,Ruins of Ark Polaris,3,,,123.6,profreshional,Profreshional,100,profreshional,Profreshional,120,mothership,The Mothership,low,Low Tide,14,30,15,605,,,normal,Mid Tide,16,27,17,444,rush,Rush,normal,Mid Tide,18,27,20,1214,aeda69d2070fafb6,MunchCass,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,dynamo,Dynamo Roller,pitcher,Splat-Bomb Launcher,0,0,0,1,4,17,548,3c45062a4adbc8d1,minionrose,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,jetpack,Inkjet,1,0,1,8,0,10,905,ed6922f0bb7a527d,Scribs,dynamo,Dynamo Roller,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,chakuchi,Splashdown,0,0,2,0,4,15,384,a22a10fe43485ec8,Cyan >ω<,clashblaster,Clash Blaster,dynamo,Dynamo Roller,splatscope,Splatterscope,presser,Sting Ray,1,0,1,2,3,13,426,3,,,1,1,3,,1,,,11,4,1,1,3,0,,,,,1,,,,1,3,1,,1,,1,,,,,1,,,,,3,1,2,,
21944,214719,1546037450,2018-12-28T17:50:50-05:00,695,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,111.6,profreshional,Profreshional,120,profreshional,Profreshional,110,griller,The Griller,normal,Mid Tide,13,30,26,668,,,normal,Mid Tide,15,24,14,529,,,,,17,,,,aeda69d2070fafb6,MunchCass,clashblaster,Clash Blaster,l3reelgun,L-3 Nozzlenose,,,presser,Sting Ray,0,0,,0,2,13,401,68c44068a31b999d,Tabling,l3reelgun,L-3 Nozzlenose,splatscope,Splatterscope,,,jetpack,Inkjet,0,1,,3,2,9,169,ffd2068be125a428,Neko★Wolf,splatscope,Splatterscope,dynamo,Dynamo Roller,,,pitcher,Splat-Bomb Launcher,0,0,,1,2,12,163,f612ea8070846fbd,Nekeulo,dynamo,Dynamo Roller,clashblaster,Clash Blaster,,,chakuchi,Splashdown,1,0,,2,0,6,464,4,2,,,1,4,,,1,,0,,,,,8,2,2,1,1,1,,,,1,2,,,,1,3,1,,,1,0,,,,,0,,,,
21945,214719,1546037750,2018-12-28T17:55:50-05:00,696,polaris,Ruins of Ark Polaris,3,,,123.6,profreshional,Profreshional,110,profreshional,Profreshional,130,,,normal,Mid Tide,14,33,25,545,,,normal,Mid Tide,16,33,26,493,,,normal,Mid Tide,18,36,29,483,aeda69d2070fafb6,MunchCass,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,dynamo,Dynamo Roller,presser,Sting Ray,0,0,0,1,3,31,230,35498f18fb471125,707,dynamo,Dynamo Roller,splatscope,Splatterscope,clashblaster,Clash Blaster,jetpack,Inkjet,0,0,0,2,2,15,406,b5b0f789bf04c502,S³ Weredog,clashblaster,Clash Blaster,dynamo,Dynamo Roller,l3reelgun,L-3 Nozzlenose,chakuchi,Splashdown,0,0,0,3,0,17,375,1f25dc89b8622c8f,ßB Lemon,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,splatscope,Splatterscope,pitcher,Splat-Bomb Launcher,0,0,0,2,3,17,510,8,1,1,2,2,4,1,,,,0,,,,,0,,,,,10,2,2,4,2,8,1,1,1,3,2,,,,2,7,1,2,1,1,6,,2,,3
21946,214719,1546038566,2018-12-28T18:09:26-05:00,697,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,101.4,profreshional,Profreshional,130,profreshional,Profreshional,120,,,normal,Mid Tide,13,21,19,332,,,normal,Mid Tide,14,18,12,369,,,,,16,,,,aeda69d2070fafb6,MunchCass,clashblaster,Clash Blaster,l3reelgun,L-3 Nozzlenose,,,chakuchi,Splashdown,0,0,,3,3,10,192,e49cba1098f36653,[WUT] Linz,dynamo,Dynamo Roller,clashblaster,Clash Blaster,,,jetpack,Inkjet,0,0,,4,4,5,253,966b3fff0eb9bdad,cal!,splatscope,Splatterscope,dynamo,Dynamo Roller,,,presser,Sting Ray,0,0,,0,1,4,99,6edaa9d0afd538cb,JeanCarlos,l3reelgun,L-3 Nozzlenose,splatscope,Splatterscope,,,pitcher,Splat-Bomb Launcher,0,1,,3,2,12,157,7,,1,,2,3,,,,,0,,,,,0,,,,,3,,,1,1,4,1,,,3,1,,,1,,3,1,,,,3,2,,,
21947,214719,1546038879,2018-12-28T18:14:39-05:00,698,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,110.0,profreshional,Profreshional,120,profreshional,Profreshional,115,,,normal,Mid Tide,13,30,25,448,,,normal,Mid Tide,14,24,13,439,,,,,16,,,,aeda69d2070fafb6,MunchCass,dynamo,Dynamo Roller,splatscope,Splatterscope,,,presser,Sting Ray,0,0,,2,2,17,146,10e49d1a8378ba68,Kiki,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,,,chakuchi,Splashdown,0,0,,0,0,5,193,7a852891d1934c9e,Agust D,clashblaster,Clash Blaster,dynamo,Dynamo Roller,,,pitcher,Splat-Bomb Launcher,0,1,,3,1,12,336,470dccb15bcb295b,Grape,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,,,jetpack,Inkjet,0,2,,2,4,4,212,6,2,1,,1,1,,,,,0,,,,,0,,,,,4,,,2,1,4,1,2,,1,2,1,,,,3,1,1,1,,4,1,1,2,
21948,214719,1546039849,2018-12-28T18:30:49-05:00,699,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,115.6,profreshional,Profreshional,115,profreshional,Profreshional,110,,,normal,Mid Tide,14,30,18,434,,,normal,Mid Tide,11,9,5,218,,,,,17,,,,aeda69d2070fafb6,MunchCass,clashblaster,Clash Blaster,l3reelgun,L-3 Nozzlenose,,,presser,Sting Ray,0,0,,0,0,7,153,23d0b6c68e4aed8a,Adam,l3reelgun,L-3 Nozzlenose,splatscope,Splatterscope,,,chakuchi,Splashdown,0,0,,0,0,7,161,e8ed77b3b1602c8f,Anime lord,splatscope,Splatterscope,dynamo,Dynamo Roller,,,pitcher,Splat-Bomb Launcher,0,1,,0,0,5,131,4336addee266ad65,Cam,dynamo,Dynamo Roller,clashblaster,Clash Blaster,,,jetpack,Inkjet,0,0,,0,0,4,207,2,,1,1,,5,1,1,1,1,0,,,,,0,,,,,0,,,,,5,1,1,,,5,,1,1,,4,,2,,1,1,,,,
21949,214719,1546040250,2018-12-28T18:37:30-05:00,700,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,93.4,profreshional,Profreshional,110,profreshional,Profreshional,100,,,high,High Tide,12,27,25,774,griller,The Griller,high,High Tide,13,15,12,430,,,,,15,,,,aeda69d2070fafb6,MunchCass,splatscope,Splatterscope,clashblaster,Clash Blaster,,,jetpack,Inkjet,0,0,,2,1,14,312,9f579bff68e03143,Neo,l3reelgun,L-3 Nozzlenose,dynamo,Dynamo Roller,,,chakuchi,Splashdown,0,0,,1,1,7,213,2f341a59ad15e228,momo#1,dynamo,Dynamo Roller,l3reelgun,L-3 Nozzlenose,,,presser,Sting Ray,0,0,,1,2,6,459,94e8ece3281b7c2e,MicroMouse,clashblaster,Clash Blaster,splatscope,Splatterscope,,,pitcher,Splat-Bomb Launcher,0,0,,0,0,10,220,0,,,,,1,,,,1,0,,,,,5,,,2,1,0,,,,,2,1,1,,,4,,,1,3,3,3,,,,0,,,,
21950,214719,1546045123,2018-12-28T19:58:43-05:00,701,polaris,Ruins of Ark Polaris,3,,,109.6,profreshional,Profreshional,100,profreshional,Profreshional,120,,,normal,Mid Tide,13,21,14,428,,,low,Low Tide,14,24,19,718,,,normal,Mid Tide,16,36,26,497,aeda69d2070fafb6,MunchCass,clashblaster,Clash Blaster,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,chakuchi,Splashdown,0,0,2,4,4,24,356,7048a3fed8c13373,仝　Sunshine,splatscope,Splatterscope,clashblaster,Clash Blaster,dynamo,Dynamo Roller,jetpack,Inkjet,0,0,2,2,5,12,440,72d26fabc854f7d7,zelda,l3reelgun,L-3 Nozzlenose,dynamo,Dynamo Roller,splatscope,Splatterscope,presser,Sting Ray,0,0,0,3,0,13,293,488c66e318beab86,Agent_Fam,dynamo,Dynamo Roller,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,pitcher,Splat-Bomb Launcher,0,0,0,4,4,10,554,5,,1,1,2,8,2,,,1,0,,,,,0,,,,,6,,,2,3,3,,,,3,6,1,1,,3,5,3,,,2,6,,2,,2
21951,214719,1546045579,2018-12-28T20:06:19-05:00,702,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,104.0,profreshional,Profreshional,120,profreshional,Profreshional,110,mothership,The Mothership,normal,Mid Tide,13,44,30,499,,,low,Low Tide,14,24,16,508,,,,,16,,,,aeda69d2070fafb6,MunchCass,l3reelgun,L-3 Nozzlenose,clashblaster,Clash Blaster,,,pitcher,Splat-Bomb Launcher,0,0,,1,0,16,300,f8063faa7b76dbb9,Wombat,splatscope,Splatterscope,l3reelgun,L-3 Nozzlenose,,,jetpack,Inkjet,0,0,,2,1,13,197,8a97e842346cfc03,Sav,dynamo,Dynamo Roller,splatscope,Splatterscope,,,chakuchi,Splashdown,0,1,,1,2,10,241,777d3def669a6f56,Eggsorcist,clashblaster,Clash Blaster,dynamo,Dynamo Roller,,,presser,Sting Ray,2,0,,0,1,9,269,2,1,,1,,2,,,,,0,,,,,0,,,,,2,,,,,3,1,,2,,2,1,,1,,1,,,1,,1,,,,
21952,214719,1546045851,2018-12-28T20:10:51-05:00,703,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,104.0,profreshional,Profreshional,110,profreshional,Profreshional,105,cohock_charge,Cohock Charge,low,Low Tide,13,30,26,1498,,,normal,Mid Tide,14,15,12,302,,,,,16,,,,aeda69d2070fafb6,MunchCass,dynamo,Dynamo Roller,clashblaster,Clash Blaster,,,pitcher,Splat-Bomb Launcher,0,0,,1,3,14,419,48370388c1e51c1f,Etan,l3reelgun,L-3 Nozzlenose,splatscope,Splatterscope,,,jetpack,Inkjet,0,0,,2,0,1,836,c3e5396c8f4420a8,Sven,splatscope,Splatterscope,dynamo,Dynamo Roller,,,chakuchi,Splashdown,0,0,,0,2,14,226,91d532ff5bd06b19,Caro,clashblaster,Clash Blaster,l3reelgun,L-3 Nozzlenose,,,presser,Sting Ray,0,0,,2,0,9,319,3,,1,,1,2,,,,,0,,,,,0,,,,,6,1,,1,3,2,1,,,,4,,2,,1,6,,1,,2,1,1,,,
21953,214719,1546046138,2018-12-28T20:15:38-05:00,704,polaris,Ruins of Ark Polaris,3,,,128.2,profreshional,Profreshional,105,profreshional,Profreshional,125,cohock_charge,Cohock Charge,low,Low Tide,15,30,18,1147,,,low,Low Tide,16,39,29,830,,,normal,Mid Tide,18,36,22,507,aeda69d2070fafb6,MunchCass,dynamo,Dynamo Roller,clashblaster,Clash Blaster,splatscope,Splatterscope,pitcher,Splat-Bomb Launcher,0,0,0,2,4,16,917,227925e3e0791430,SalmonRunr,l3reelgun,L-3 Nozzlenose,splatscope,Splatterscope,clashblaster,Clash Blaster,jetpack,Inkjet,0,0,0,3,2,18,536,5c972c20c4fce774,DanFay,splatscope,Splatterscope,dynamo,Dynamo Roller,l3reelgun,L-3 Nozzlenose,chakuchi,Splashdown,1,0,0,1,3,23,626,b57e190c2cc991fb,SCABIES,clashblaster,Clash Blaster,l3reelgun,L-3 Nozzlenose,dynamo,Dynamo Roller,presser,Sting Ray,0,0,0,5,2,12,405,6,,1,,3,7,1,,,,0,,,,,0,,,,,3,,1,2,,6,3,1,1,,10,,3,1,6,7,3,1,,2,6,5,1,,
21954,214740,1546131207,2018-12-29T19:53:27-05:00,705,dam,Spawning Grounds,3,,,99.4,profreshional,Profreshional,100,profreshional,Profreshional,120,,,high,High Tide,12,30,28,867,,,normal,Mid Tide,13,36,27,653,,,low,Low Tide,15,42,37,1154,aeda69d2070fafb6,MunchCass,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,presser,Sting Ray,0,0,2,1,1,31,705,7fc679e0c64bdf93,Gily,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,1,1,1,24,814,77b8aedff943d54f,Zokui,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,1,1,1,1,20,630,c91d2d95fcd8cb1f,Lady,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,1,1,1,17,525,4,3,,1,,2,1,1,,,0,,,,,0,,,,,10,1,2,5,2,6,4,,1,1,5,,1,1,3,7,2,4,1,,2,,1,,1
21955,214740,1546131637,2018-12-29T20:00:37-05:00,706,dam,Spawning Grounds,2,wipe_out,Wipe out,114.4,profreshional,Profreshional,120,profreshional,Profreshional,120,,,low,Low Tide,14,33,29,988,,,normal,Mid Tide,15,36,27,653,,,normal,Mid Tide,17,27,15,474,aeda69d2070fafb6,MunchCass,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,presser,Sting Ray,0,0,0,2,4,19,439,72df0f0d8ceb9192,spider_boy,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,0,2,3,25,461,d8763e14b29a04e5,[Judd]Duck,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,1,1,0,4,3,17,641,038c1d453f68fec5,squid.jpg,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,1,3,1,10,574,8,1,2,2,1,3,,,,,0,,,,,0,,,,,7,2,1,1,2,5,1,1,1,1,5,2,1,,,7,1,1,1,3,7,1,2,,4
21956,214740,1546132078,2018-12-29T20:07:58-05:00,707,dam,Spawning Grounds,3,,,127.0,profreshional,Profreshional,120,profreshional,Profreshional,140,fog,Fog,normal,Mid Tide,15,44,41,723,,,normal,Mid Tide,16,45,36,831,,,low,Low Tide,18,51,43,1190,aeda69d2070fafb6,MunchCass,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,2,0,1,29,816,0042920bb528b3e3,♪♪,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,2,3,0,35,774,759249aa2dfcfbf7,ubba,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,2,0,3,26,577,905ab58e22782372,Trap Lord,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,0,1,0,30,577,6,2,2,,2,3,2,1,,,2,1,,,1,0,,,,,6,,1,3,2,7,2,3,2,,10,4,2,2,2,10,3,5,,2,1,,1,,
21957,214740,1546132853,2018-12-29T20:20:53-05:00,708,dam,Spawning Grounds,3,,,146.0,profreshional,Profreshional,140,profreshional,Profreshional,160,,,low,Low Tide,16,42,36,1134,,,normal,Mid Tide,18,48,31,811,,,high,High Tide,20,57,38,1373,aeda69d2070fafb6,MunchCass,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,1,0,6,30,875,68b7d5651a442575,Sandi ★,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,pitcher,Splat-Bomb Launcher,0,0,2,4,2,23,572,21b1d7957d3b4f68,Jαdεツ,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,1,2,3,28,574,6520338e129f5885,POO OF WAR,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,1,1,5,0,24,1297,7,,1,3,3,5,,1,2,1,0,,,,,0,,,,,8,2,1,1,4,8,5,1,,2,6,,2,1,3,7,2,1,2,2,10,4,2,,3
21958,214740,1546133283,2018-12-29T20:28:03-05:00,709,dam,Spawning Grounds,2,time_limit,Time is up,122.2,profreshional,Profreshional,160,profreshional,Profreshional,160,,,normal,Mid Tide,14,30,27,768,,,low,Low Tide,15,30,24,839,,,normal,Mid Tide,17,24,14,687,aeda69d2070fafb6,MunchCass,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,0,2,5,29,526,d358e6d82efcb0f5,YaBoiFaith,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,1,0,0,10,6,11,661,e484e49984545c87,YaBoiRaven,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,0,5,7,14,433,2022422f948f1fa3,Ash,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,0,3,2,11,674,7,,3,1,1,5,1,,,,0,,,,,0,,,,,7,2,1,1,2,5,,2,,1,6,3,1,,2,7,2,,2,1,5,,,,3
21959,214740,1546133701,2018-12-29T20:35:01-05:00,710,dam,Spawning Grounds,2,wipe_out,Wipe out,123.0,profreshional,Profreshional,160,profreshional,Profreshional,160,,,normal,Mid Tide,14,36,27,688,,,normal,Mid Tide,16,36,29,658,,,low,Low Tide,18,15,10,519,aeda69d2070fafb6,MunchCass,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,0,3,2,24,302,ad6321178030e759,Agent Aira,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,presser,Sting Ray,0,0,2,0,2,16,621,1f447b1cfb6fb545,Potato,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,chakuchi,Splashdown,0,1,1,4,0,12,496,b05c6e95d782108c,Stardust,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,0,1,2,5,14,446,7,,1,1,2,4,,1,,,0,,,,,0,,,,,3,,,1,1,8,1,3,1,1,6,1,,,4,9,1,5,,1,8,1,2,,1
21960,214740,1546134134,2018-12-29T20:42:14-05:00,711,dam,Spawning Grounds,2,time_limit,Time is up,125.0,profreshional,Profreshional,160,profreshional,Profreshional,160,,,normal,Mid Tide,15,33,26,661,,,high,High Tide,16,33,25,872,goldie_seeking,Goldie Seeking,normal,Mid Tide,18,18,13,1001,aeda69d2070fafb6,MunchCass,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,0,0,2,23,658,678e0b109667500b,Renson,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,0,1,2,1,15,812,d44c4fe2b60db959,marie#4433,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,1,1,4,0,17,325,7483670aa23baa24,Batsute,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,presser,Sting Ray,0,0,0,0,3,9,739,1,,,,1,4,,,,,1,,,,,0,,,,,8,3,2,2,,3,1,,2,,1,,,,1,6,,1,2,3,5,1,,1,2
21961,214740,1546199046,2018-12-30T14:44:06-05:00,712,dam,Spawning Grounds,3,,,127.0,profreshional,Profreshional,160,profreshional,Profreshional,180,,,normal,Mid Tide,15,27,20,564,mothership,The Mothership,normal,Mid Tide,16,25,21,591,cohock_charge,Cohock Charge,low,Low Tide,18,42,25,1274,aeda69d2070fafb6,MunchCass,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,pitcher,Splat-Bomb Launcher,0,0,1,0,2,27,630,6f3c867b2376068a,Calex#1145,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,0,2,2,0,17,364,9acfd878c13eddc2,Dillon,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,2,2,0,13,872,7d7b4738d75d2682,Phoenix,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,presser,Sting Ray,1,0,1,0,2,10,563,5,,,,1,5,1,,3,,0,,,,,0,,,,,4,,,3,1,3,,2,1,,3,,,1,2,6,1,,1,2,4,,1,2,1
21962,214740,1546199909,2018-12-30T14:58:29-05:00,713,dam,Spawning Grounds,3,,,122.0,profreshional,Profreshional,180,profreshional,Profreshional,200,,,low,Low Tide,14,36,26,1085,cohock_charge,Cohock Charge,low,Low Tide,15,39,24,1469,,,normal,Mid Tide,17,39,30,701,aeda69d2070fafb6,MunchCass,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,pitcher,Splat-Bomb Launcher,0,0,0,1,5,35,704,6f3c867b2376068a,Calex#1145,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,jetpack,Inkjet,0,1,1,3,0,17,423,830744da4a6c9674,Flapjack,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,2,1,2,21,598,ad29ecf1d1ee23c5,Dark1ne,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,presser,Sting Ray,0,0,0,3,1,7,1530,3,1,1,,,4,,1,,2,0,,,,,0,,,,,9,2,2,2,2,11,3,1,6,1,4,1,,,3,5,,2,1,2,6,2,,1,2
