# statink_id,rotation_period,shift_start,shift_start,splatnet_number,stage_key,stage_name,clear_wave,fail_reason,fail_reason,hazard_level,title_before,title_before,title_before,title_after,title_after,title_after,w1_event,w1_event,w1_water,w1_water,w1_quota,w1_delivers,w1_appearances,w1_pwr_eggs,w2_event,w2_event,w2_water,w2_water,w2_quota,w2_delivers,w2_appearances,w2_pwr_eggs,w3_event,w3_event,w3_water,w3_water,w3_quota,w3_delivers,w3_appearances,w3_pwr_eggs,player_id,player_name,player_w1_weapon,player_w1_weapon,player_w2_weapon,player_w2_weapon,player_w3_weapon,player_w3_weapon,player_special,player_special,player_w1_sp_use,player_w2_sp_use,player_w3_sp_use,player_rescues,player_rescued,player_golden_eggs,player_power_eggs,mate1_id,mate1_name,mate1_w1_weapon,mate1_w1_weapon,mate1_w2_weapon,mate1_w2_weapon,mate1_w3_weapon,mate1_w3_weapon,mate1_special,mate1_special,mate1_w1_sp_use,mate1_w2_sp_use,mate1_w3_sp_use,mate1_rescues,mate1_rescued,mate1_golden_eggs,mate1_power_eggs,mate2_id,mate2_name,mate2_w1_weapon,mate2_w1_weapon,mate2_w2_weapon,mate2_w2_weapon,mate2_w3_weapon,mate2_w3_weapon,mate2_special,mate2_special,mate2_w1_sp_use,mate2_w2_sp_use,mate2_w3_sp_use,mate2_rescues,mate2_rescued,mate2_golden_eggs,mate2_power_eggs,mate3_id,mate3_name,mate3_w1_weapon,mate3_w1_weapon,mate3_w2_weapon,mate3_w2_weapon,mate3_w3_weapon,mate3_w3_weapon,mate3_special,mate3_special,mate3_w1_sp_use,mate3_w2_sp_use,mate3_w3_sp_use,mate3_rescues,mate3_rescued,mate3_golden_eggs,mate3_power_eggs,drizzler_appearances,drizzler_player_kills,drizzler_mate1_kills,drizzler_mate2_kills,drizzler_mate3_kills,flyfish_appearances,flyfish_player_kills,flyfish_mate1_kills,flyfish_mate2_kills,flyfish_mate3_kills,goldie_appearances,goldie_player_kills,goldie_mate1_kills,goldie_mate2_kills,goldie_mate3_kills,griller_appearances,griller_player_kills,griller_mate1_kills,griller_mate2_kills,griller_mate3_kills,maws_appearances,maws_player_kills,maws_mate1_kills,maws_mate2_kills,maws_mate3_kills,scrapper_appearances,scrapper_player_kills,scrapper_mate1_kills,scrapper_mate2_kills,scrapper_mate3_kills,steel_eel_appearances,steel_eel_player_kills,steel_eel_mate1_kills,steel_eel_mate2_kills,steel_eel_mate3_kills,steelhead_appearances,steelhead_player_kills,steelhead_mate1_kills,steelhead_mate2_kills,steelhead_mate3_kills,stinger_appearances,stinger_player_kills,stinger_mate1_kills,stinger_mate2_kills,stinger_mate3_kills
96953,217136,1563505238,2019-07-18T23:00:38-04:00,1005,tokishirazu,Salmonid Smokeyard,0,wipe_out,Wipe out,117.0,profreshional,Profreshional,260,profreshional,Profreshional,240,,,normal,Mid Tide,14,24,11,537,,,,,15,,,,,,,,17,,,,aeda69d2070fafb6,CassTheFae,kuma_charger,Grizzco Charger,,,,,jetpack,Inkjet,0,,,1,2,4,69,7f1ade20511f2275,Julianne,l3reelgun,L-3 Nozzlenose,,,,,presser,Sting Ray,2,,,1,1,2,179,6598d3787bb837e6,Aurora,kuma_charger,Grizzco Charger,,,,,pitcher,Splat-Bomb Launcher,1,,,2,0,3,122,0d526eee021460c0,BLACKSHINY,h3reelgun,H-3 Nozzlenose,,,,,chakuchi,Splashdown,0,,,0,1,2,167,1,,,,,1,,,,1,0,,,,,0,,,,,0,,,,,2,,1,,1,4,,1,1,1,3,1,,,1,1,,,,
96954,217158,1563546916,2019-07-19T10:35:16-04:00,1006,polaris,Ruins of Ark Polaris,3,,,97.0,profreshional,Profreshional,200,profreshional,Profreshional,220,,,normal,Mid Tide,12,24,20,406,,,high,High Tide,13,33,26,1039,,,high,High Tide,15,36,28,963,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,chakuchi,Splashdown,0,0,0,9,4,29,561,46a2f38e09548067,TheTankist,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,0,1,4,10,994,e92be42906756bc1,Agent Kate,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,2,0,4,4,23,403,e8e9d80e8f44df9a,TømeeBear,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,1,1,2,4,12,450,8,1,3,1,2,5,1,,,,0,,,,,0,,,,,4,1,,1,2,6,1,3,2,,4,2,2,,,7,3,3,,1,2,,1,,1
96955,217158,1563551697,2019-07-19T11:54:57-04:00,1007,polaris,Ruins of Ark Polaris,3,,,114.6,profreshional,Profreshional,220,profreshional,Profreshional,240,,,normal,Mid Tide,14,21,21,417,,,low,Low Tide,15,39,32,897,fog,Fog,normal,Mid Tide,17,48,18,616,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,0,0,4,22,462,ac9b814cf60336e6,p e n g o,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,0,1,4,1,21,573,dda24538b8005f3b,Zelda ówò,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,chakuchi,Splashdown,0,1,1,5,1,20,375,c535a637573412e5,AL,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,2,0,3,8,520,8,2,5,,,4,1,,,1,3,,1,,2,0,,,,,6,1,2,,3,1,,1,,,7,1,3,1,1,7,2,1,,1,6,3,3,,
96956,217158,1563552183,2019-07-19T12:03:03-04:00,1008,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,117.0,profreshional,Profreshional,240,profreshional,Profreshional,230,,,high,High Tide,14,36,33,1437,goldie_seeking,Goldie Seeking,normal,Mid Tide,15,13,9,1612,,,,,17,,,,aeda69d2070fafb6,CassTheFae,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,,,presser,Sting Ray,0,0,,2,4,15,482,e7a41be0a0a07f7e,wlwooloo,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,,,pitcher,Splat-Bomb Launcher,0,0,,3,0,9,778,c6ffefe18ba1db9e,π Hani,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,,,chakuchi,Splashdown,0,2,,1,0,11,1012,6e044a390489826e,lucas,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,,,jetpack,Inkjet,0,0,,0,2,7,777,1,,,1,,2,1,,1,,1,,,,,0,,,,,2,,,2,,1,1,,,,3,,1,2,,0,,,,,3,1,1,1,
96957,217158,1563552484,2019-07-19T12:08:04-04:00,1009,polaris,Ruins of Ark Polaris,3,,,128.0,profreshional,Profreshional,230,profreshional,Profreshional,250,,,low,Low Tide,15,30,23,738,,,normal,Mid Tide,16,27,16,524,,,low,Low Tide,18,33,25,834,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,chakuchi,Splashdown,0,0,2,1,9,23,512,e7a41be0a0a07f7e,wlwooloo,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,1,4,8,10,444,463d0e7b78c66af1,SaturnZero,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,1,1,11,3,14,401,89261b839c59643f,adub_squid,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,2,6,2,17,739,7,,,2,3,4,1,,,,0,,,,,0,,,,,4,,,1,2,7,3,,,3,6,2,,1,2,7,3,,1,1,10,,1,1,4
97107,217158,1563560552,2019-07-19T14:22:32-04:00,1010,polaris,Ruins of Ark Polaris,3,,,103.4,profreshional,Profreshional,250,profreshional,Profreshional,270,cohock_charge,Cohock Charge,low,Low Tide,13,27,24,1587,,,normal,Mid Tide,14,30,20,589,,,normal,Mid Tide,16,39,17,718,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,pitcher,Splat-Bomb Launcher,0,0,0,0,2,22,451,0c081e234a7e9be9,Boogie,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,1,2,2,13,995,d92bb83c37ea2efb,thesameguy,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,2,0,0,12,875,3bbd06379385ebcc,jackie,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,2,2,0,14,573,7,1,2,3,,5,2,,,1,0,,,,,0,,,,,4,,1,2,,5,2,1,,,9,1,3,1,4,5,1,2,1,1,4,2,1,,1
97108,217158,1563561025,2019-07-19T14:30:25-04:00,1011,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,124.0,profreshional,Profreshional,270,profreshional,Profreshional,260,,,low,Low Tide,14,33,30,807,goldie_seeking,Goldie Seeking,normal,Mid Tide,16,18,13,1237,,,,,18,,,,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,,,pitcher,Splat-Bomb Launcher,0,0,,2,1,14,644,e7a41be0a0a07f7e,wlwooloo,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,,,chakuchi,Splashdown,0,0,,0,3,6,269,9f43f4e4485e3be7,Jυliα,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,,,jetpack,Inkjet,0,0,,2,0,17,499,b7f071a55057f884,eze,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,,,presser,Sting Ray,0,0,,1,1,6,632,0,,,,,2,,,,,1,,,,,0,,,,,3,1,,1,1,0,,,,,4,2,,2,,0,,,,,4,2,,2,
97109,217158,1563561324,2019-07-19T14:35:24-04:00,1012,polaris,Ruins of Ark Polaris,3,,,117.0,profreshional,Profreshional,260,profreshional,Profreshional,280,,,normal,Mid Tide,14,27,25,543,rush,Rush,normal,Mid Tide,15,24,15,904,,,normal,Mid Tide,17,36,22,659,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,chakuchi,Splashdown,0,0,2,4,3,23,590,e7a41be0a0a07f7e,wlwooloo,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,0,1,1,6,11,588,7488bb26f608270b,help,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,presser,Sting Ray,0,0,1,4,1,18,669,fe00973b1e7bd76f,dew it :),kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,2,3,2,10,259,3,,,,,4,,,,,9,1,2,5,,0,,,,,6,1,1,3,1,3,2,,1,,3,,,2,1,4,2,1,,1,5,2,1,2,
97110,217158,1563561754,2019-07-19T14:42:34-04:00,1013,polaris,Ruins of Ark Polaris,3,,,128.4,profreshional,Profreshional,280,profreshional,Profreshional,300,,,normal,Mid Tide,15,24,17,373,,,normal,Mid Tide,16,33,18,426,,,low,Low Tide,18,33,25,872,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,0,2,6,26,533,e7a41be0a0a07f7e,wlwooloo,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,1,6,6,9,353,7a6e548ceefbbee7,Brandon,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,pitcher,Splat-Bomb Launcher,0,1,0,6,0,10,342,e15529d259abd6a6,X.L.N,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,2,3,5,15,443,8,3,1,,1,7,2,1,,,0,,,,,0,,,,,8,2,1,3,,5,2,1,,1,5,2,1,,2,7,3,,2,1,5,,1,3,
97219,217158,1563570265,2019-07-19T17:04:25-04:00,1014,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,137.2,profreshional,Profreshional,300,profreshional,Profreshional,300,cohock_charge,Cohock Charge,low,Low Tide,15,42,35,1594,,,normal,Mid Tide,17,30,18,437,,,normal,Mid Tide,19,15,7,250,aeda69d2070fafb6,CassTheFae,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,0,0,4,5,20,521,496d54ad9088500f,D Host,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,0,1,2,8,14,524,fff190be4a3ff822,Top Shelf,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,chakuchi,Splashdown,0,1,0,5,2,19,474,da336e4bd82145a3,Agent Juan,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,presser,Sting Ray,0,0,0,7,3,7,762,6,2,,,1,6,1,,,,0,,,,,0,,,,,7,,2,2,2,12,4,2,3,,5,2,1,,,3,1,1,,,9,1,,1,3
97220,217158,1563570801,2019-07-19T17:13:21-04:00,1015,polaris,Ruins of Ark Polaris,3,,,111.4,profreshional,Profreshional,300,profreshional,Profreshional,320,goldie_seeking,Goldie Seeking,normal,Mid Tide,13,26,18,869,,,normal,Mid Tide,15,27,22,412,goldie_seeking,Goldie Seeking,normal,Mid Tide,17,27,17,946,aeda69d2070fafb6,CassTheFae,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,0,2,2,22,707,e7a41be0a0a07f7e,wlwooloo,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,0,1,1,3,6,536,ae96c39e8a19db45,YARIV,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,1,1,2,3,13,439,dd78fff879156f6e,Alan,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,0,0,4,1,16,545,1,,,,1,2,,,,,4,2,,,,0,,,,,2,,,2,,2,,2,,,1,,,,1,5,2,,,1,1,1,,,
97221,217158,1563571230,2019-07-19T17:20:30-04:00,1016,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,138.0,profreshional,Profreshional,320,profreshional,Profreshional,320,,,low,Low Tide,16,39,31,911,,,normal,Mid Tide,17,36,18,560,cohock_charge,Cohock Charge,low,Low Tide,19,30,22,972,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,pitcher,Splat-Bomb Launcher,0,0,1,4,3,26,588,e7a41be0a0a07f7e,wlwooloo,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,chakuchi,Splashdown,0,0,1,1,4,15,484,b3645364e1e32dcf,☆Kurokami★,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,presser,Sting Ray,0,0,0,3,0,25,555,2b30e68f84b69255,nicholas,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,2,3,4,5,816,4,,1,2,,6,,,,1,0,,,,,0,,,,,7,2,1,4,,8,2,,2,2,8,1,,5,1,6,,1,2,2,9,1,3,2,
97222,217158,1563571669,2019-07-19T17:27:49-04:00,1017,polaris,Ruins of Ark Polaris,3,,,113.0,profreshional,Profreshional,320,profreshional,Profreshional,340,,,high,High Tide,14,30,30,1099,,,normal,Mid Tide,15,36,26,511,,,low,Low Tide,17,45,36,1044,aeda69d2070fafb6,CassTheFae,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,0,1,0,4,24,623,e7a41be0a0a07f7e,wlwooloo,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,presser,Sting Ray,0,0,1,1,4,16,413,b55c9a4c08759e9e,▲〒agora▲,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,0,0,2,3,1,19,847,a8e1eb7d699f08a2,Shas,kuma_slosher,Grizzco Slosher,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,chakuchi,Splashdown,0,0,1,5,0,33,771,5,,,2,3,5,,,2,,0,,,,,0,,,,,8,1,,3,4,7,2,,3,2,7,1,2,1,3,3,1,,2,,7,2,1,4,
97223,217158,1563572115,2019-07-19T17:35:15-04:00,1018,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,113.4,profreshional,Profreshional,340,profreshional,Profreshional,330,,,normal,Mid Tide,14,33,22,480,mothership,The Mothership,low,Low Tide,15,26,13,623,,,,,17,,,,aeda69d2070fafb6,CassTheFae,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,,,pitcher,Splat-Bomb Launcher,0,0,,1,2,15,284,e7a41be0a0a07f7e,wlwooloo,kuma_brella,Grizzco Brella,kuma_slosher,Grizzco Slosher,,,chakuchi,Splashdown,0,0,,2,2,7,162,24de9842f34c5526,Nintendris,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,,,presser,Sting Ray,1,0,,1,2,8,291,2e5f8083e2123178,Geoxaga,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,,,jetpack,Inkjet,0,1,,3,1,8,366,0,,,,,1,,,,,0,,,,,0,,,,,3,1,1,1,,2,,1,,1,3,2,,1,,1,,,,1,2,1,,,1
97224,217158,1563572415,2019-07-19T17:40:15-04:00,1019,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,118.4,profreshional,Profreshional,330,profreshional,Profreshional,330,rush,Rush,normal,Mid Tide,14,27,17,1023,,,low,Low Tide,15,36,26,634,,,normal,Mid Tide,17,12,5,291,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,chakuchi,Splashdown,1,0,1,8,4,15,650,e7a41be0a0a07f7e,wlwooloo,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,presser,Sting Ray,0,0,0,1,5,11,356,b3006e01c3cc051b,~{lunar}~,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,kuma_slosher,Grizzco Slosher,pitcher,Splat-Bomb Launcher,0,1,0,1,3,13,355,eb32040db8af84ee,Scrawnzied,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,jetpack,Inkjet,1,0,0,5,3,9,587,2,,,,1,3,,,,,10,5,2,,2,0,,,,,4,,1,,3,3,,2,,,7,2,2,1,,5,1,,,,6,2,,,1
97225,217158,1563572820,2019-07-19T17:47:00-04:00,1020,polaris,Ruins of Ark Polaris,0,wipe_out,Wipe out,110.4,profreshional,Profreshional,330,profreshional,Profreshional,320,rush,Rush,normal,Mid Tide,13,18,11,743,,,,,14,,,,,,,,16,,,,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,,,,,jetpack,Inkjet,1,,,0,1,4,171,e7a41be0a0a07f7e,wlwooloo,kuma_blaster,Grizzco Blaster,,,,,presser,Sting Ray,0,,,1,0,4,171,4f9c425ce8a6285c,Bailey,kuma_blaster,Grizzco Blaster,,,,,pitcher,Splat-Bomb Launcher,0,,,0,0,0,355,0930fd09aa108287,†CC†Tako,kuma_charger,Grizzco Charger,,,,,chakuchi,Splashdown,0,,,0,0,3,46,0,,,,,0,,,,,7,2,3,,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
97885,217158,1563577137,2019-07-19T18:58:57-04:00,1021,polaris,Ruins of Ark Polaris,1,time_limit,Time is up,153.0,profreshional,Profreshional,320,profreshional,Profreshional,310,goldie_seeking,Goldie Seeking,normal,Mid Tide,17,22,18,872,,,low,Low Tide,18,24,17,709,,,,,20,,,,aeda69d2070fafb6,CassTheFae,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,,,presser,Sting Ray,0,1,,2,3,14,567,d66a2322c1743717,кауιа,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,,,chakuchi,Splashdown,0,0,,5,4,10,201,6e1a2a8df89ce410,Rayne,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,,,jetpack,Inkjet,0,1,,3,2,6,356,f74071e089e3a592,wowakaだいすき,kuma_slosher,Grizzco Slosher,kuma_brella,Grizzco Brella,,,pitcher,Splat-Bomb Launcher,0,2,,2,3,5,457,2,,,,,4,1,,,,1,,,,1,0,,,,,4,,,,3,0,,,,,0,,,,,5,2,1,,,2,,,,1
97886,217158,1563577444,2019-07-19T19:04:04-04:00,1022,polaris,Ruins of Ark Polaris,1,wipe_out,Wipe out,119.0,profreshional,Profreshional,310,profreshional,Profreshional,300,,,low,Low Tide,14,24,18,541,,,low,Low Tide,15,15,7,361,,,,,17,,,,aeda69d2070fafb6,CassTheFae,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,,,pitcher,Splat-Bomb Launcher,0,0,,2,3,11,337,d66a2322c1743717,кауιа,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,,,jetpack,Inkjet,0,0,,5,3,4,133,4a9277d7c5c5d8f5,Dashiell,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,,,presser,Sting Ray,1,0,,1,4,4,199,7cdabfd4c1078b00,allijaytor,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,,,chakuchi,Splashdown,0,0,,4,2,6,233,3,,1,,1,2,1,,,,0,,,,,0,,,,,4,2,,1,1,3,,1,1,,2,,1,,,4,,,1,,4,1,1,,
97887,217158,1563636729,2019-07-20T11:32:09-04:00,1023,polaris,Ruins of Ark Polaris,3,,,128.0,profreshional,Profreshional,300,profreshional,Profreshional,320,,,low,Low Tide,15,36,19,906,mothership,The Mothership,high,High Tide,16,49,41,719,goldie_seeking,Goldie Seeking,normal,Mid Tide,18,20,19,979,aeda69d2070fafb6,CassTheFae,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,presser,Sting Ray,0,2,0,2,1,29,680,cc5f4433aa6bd5a5,Vovo{^_^},kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,kuma_slosher,Grizzco Slosher,jetpack,Inkjet,1,0,1,4,1,18,669,132e0ee6b57ae553,Alice GM,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,kuma_charger,Grizzco Charger,pitcher,Splat-Bomb Launcher,0,0,0,0,3,15,315,892de08e2d1f31c6,Joy,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,chakuchi,Splashdown,0,0,1,1,2,17,940,1,,,,,3,3,,,,1,1,,,,0,,,,,2,,1,,1,2,,1,,1,0,,,,,3,3,,,,2,1,,,1
97901,217158,1563637163,2019-07-20T11:39:23-04:00,1024,polaris,Ruins of Ark Polaris,2,wipe_out,Wipe out,112.6,profreshional,Profreshional,320,profreshional,Profreshional,320,mothership,The Mothership,normal,Mid Tide,14,47,33,528,,,normal,Mid Tide,15,27,20,564,,,high,High Tide,17,33,24,1071,aeda69d2070fafb6,CassTheFae,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,presser,Sting Ray,2,0,0,7,4,23,589,a7d5cea394b0c02c,Xernios,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,chakuchi,Splashdown,0,1,1,2,2,18,514,92d6241b6897a4e9,Ma$aT,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_blaster,Grizzco Blaster,jetpack,Inkjet,0,0,0,1,2,23,616,981885cf52727e70,Pink Floyd,kuma_brella,Grizzco Brella,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,pitcher,Splat-Bomb Launcher,0,0,1,4,6,16,444,4,,,1,1,5,,,1,1,0,,,,,0,,,,,4,,2,1,1,3,,1,1,,6,2,,2,1,2,,,,1,6,2,,3,
98023,217158,1563645214,2019-07-20T13:53:34-04:00,1025,polaris,Ruins of Ark Polaris,3,,,110.0,profreshional,Profreshional,320,profreshional,Profreshional,340,cohock_charge,Cohock Charge,low,Low Tide,13,30,21,1645,,,low,Low Tide,14,27,22,884,griller,The Griller,normal,Mid Tide,16,40,30,828,aeda69d2070fafb6,CassTheFae,kuma_brella,Grizzco Brella,kuma_charger,Grizzco Charger,kuma_brella,Grizzco Brella,jetpack,Inkjet,0,0,0,4,0,18,955,b4e5a1c5c3ebc6e0,ćħå0$,kuma_blaster,Grizzco Blaster,kuma_slosher,Grizzco Slosher,kuma_charger,Grizzco Charger,chakuchi,Splashdown,0,0,2,1,2,24,711,10c2bddbe8cf5392,Alpaca,kuma_blaster,Grizzco Blaster,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,pitcher,Splat-Bomb Launcher,0,1,0,1,2,11,786,d76eac3aac48114c,Player1,kuma_charger,Grizzco Charger,kuma_blaster,Grizzco Blaster,kuma_brella,Grizzco Brella,presser,Sting Ray,0,1,0,0,2,20,905,4,1,1,,1,6,1,2,,,0,,,,,9,2,2,3,1,2,1,,1,,3,,2,1,,3,1,1,,1,3,,2,,1,3,3,,,
